id,boletin,fecha,resumen,estado,url
6954,10436-12,2015-09-12,"Modifica la ley N°19.300, sobre Bases Generales del Medio Ambiente, para someter al sistema de evaluación de impacto ambiental los proyectos de instalación de antenas emisoras y transmisoras de servicios de telecomunicaciones",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10436-12
6955,10438-07,2015-09-12,Modifica el Código Civil para permitir se requiera el auxilio de la fuerza pública en la fiscalización de asociaciones y fundaciones,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10438-07
6956,10435-03,2015-09-12,"Modifica la ley N°19.496, que establece normas sobre protección de los derechos de los consumidores, para derogar disposición que permite al proveedor de productos o servicios financieros otorgar beneficios asociados al medio de pago empleado",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10435-03
6957,10431-07,2015-09-12,"Modifica la ley N°18.918, orgánica constitucional del Congreso Nacional, en materia de plazos para contestar oficios de fiscalización por parte de las autoridades",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10431-07
6958,10437-13,2015-09-12,Modifica el Código del Trabajo para permitir extender la indemnización por años de servicio a herederos del trabajador fallecido,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10437-13
6959,10432-06,2015-09-12,"Modifica la ley orgánica constitucional de municipalidades, en materia de prescripción del derecho a cobro por servicios, permisos o concesiones municipales",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10432-06
6960,10433-17,2015-09-12,"Concede, por especial gracia, la nacionalidad chilena póstuma al ciudadano estadounidense señor Douglas Tompkins.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10433-17
6961,10430-07,2015-09-12,"Modifica ley orgánica constitucional de la Contraloría General de la República, para fijar un plazo para nombrar al Contralor General de la República",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10430-07
6962,10301-03,2015-09-14,"Modifica el Código de Comercio, respecto de las menciones que debe contener el estatuto de la sociedad por acciones",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10301-03
6963,10303-24,2015-09-15,Establece el día 14 de abril como Día Nacional del Locutor,aprobado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10303-24
6964,10304-07,2015-09-15,"Modifica el Código Penal para aplicar al hurto o robo de bienes e insumos destinados a la producción agrícola y ganadera, la pena del delito de abigeato",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10304-07
6965,10302-04,2015-09-15,"Permite la transformación de los institutos profesionales y centros de formación técnica, en corporaciones reguladas por el Título XXXIII del Libro I del Código Civil.",aprobado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10302-04
6966,10306-18,2015-09-16,Exige a establecimientos de larga estadía para adultos mayores contar con profesionales del área de salud.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10306-18
6967,10308-31,2015-09-16,Exige a las empresas de transporte público requisitos en materia de antigüedad de sus buses y accesibilidad de personas con discapacidad,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10308-31
6968,10312-08,2015-09-16,"Regula el transporte, descarga y acopio de concentrado de minerales",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10312-08
6969,10309-31,2015-09-16,Modifica la ley N°18.600 respecto del contrato de trabajo celebrado por personas con discapacidad mental,suspendido,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10309-31
6970,10305-11,2015-09-16,Establece normas sobre prevención y protección del embarazo adolescente.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10305-11
6971,10307-07,2015-09-16,Modifica el Código Orgánico de Tribunales en materia de práctica profesional para obtener el título de abogado,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10307-07
6972,10315-18,2015-09-24,Sistema de garantías de los derechos de la niñez,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10315-18
6973,10313-12,2015-09-29,Declara el día 8 de junio de cada año como el Día Mundial del Océano en Chile.,aprobado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10313-12
6974,10314-06,2015-09-29,"Otorga nuevas atribuciones al Ministerio de Desarrollo Social en materia de niñez y crea la Subsecretaría de la Niñez, dependiente del mismo.",aprobado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10314-06
6975,10320-22,2015-09-30,Modifica el Código Civil para excluir a Bomberos de Chile del ámbito de aplicación del Título XXXIII del Libro Primero del citado cuerpo legal,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10320-22
6976,10319-12,2015-09-30,"Modifica el decreto con fuerza de ley N° 340, sobre Concesiones Marítimas, para regular la extracción de agua de mar.",suspendido,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10319-12
6977,10318-11,2015-09-30,"Modifica el artículo 12 de la ley N°19.664, en lo relativo a los médicos que no cumplen su período asistencial obligatorio derivado de sus programas de especialización.",suspendido,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10318-11
6978,10300-05,2015-09-30,"Proyecto de Ley de Presupuestos del Sector Público, para el año 2016",aprobado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10300-05
6979,9914-11,2015-10-03,Modifica el Código Sanitario para regular los medicamentos bioequivalentes genéricos y evitar la integración vertical de laboratorios y farmacias.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9914-11
6980,9915-03,2015-10-03,Modifica el Código de Comercio para regular la facultad que confiere al asegurado diligente de proponer adecuaciones de la prima y cobertura de la póliza si el siniestro no se ha producido durante la mitad del tiempo de vigencia de ésta.,suspendido,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9915-03
6981,9916-03,2015-10-03,Modifica diversos cuerpos legales con el fin de estandarizar los contratos de adhesión.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9916-03
6982,9917-03,2015-10-03,Modifica diversos cuerpos legales para prohibir el uso de registros históricos de datos comerciales caducos.,suspendido,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9917-03
6983,10112-07,2015-10-06,"Modifica el Código Orgánico de Tribunales en materia de declaración de intereses y patrimonio de magistrados, fiscales y abogados integrantes de los tribunales superiores de justicia.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10112-07
6984,10106-06,2015-10-06,Declara feriado el día 10 de agosto para la Región de Tarapacá.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10106-06
6985,10188-06,2015-10-07,Determina la hora oficial del país y autoriza su variación en las condiciones que indica.,suspendido,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10188-06
6986,10241-15,2015-10-08,"Modifica la ley N°18.290, de Tránsito, para sancionar como infracción gravísima el arrojar cigarrillos u otros desperdicios desde el vehículo.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10241-15
6987,10242-07,2015-10-08,Modifica el Código Penal para establecer como agravante el estado de gravidez de la víctima.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10242-07
6988,10298-24,2015-10-09,Autoriza erigir un monumento en memoria del ingeniero Karl Flach y su tripulación,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10298-24
6989,10386-15,2015-10-11,"Modifica la ley N° 18.290, ley de tránsito, para establecer como infracción gravísima el desobedecer las señales u órdenes de tránsito de un integrante de Carabineros de Chile o las de un inspector fiscal en los procedimientos de fiscalización en la vía pública",rechazado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10386-15
6990,10382-17,2015-10-11,"Concede la nacionalidad chilena, por especial gracia, a la ciudadana estadounidense señora Valene Leah Georges Larsen.",aprobado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10382-17
6991,10385-12,2015-10-11,"Modifica la ley N° 20.380, sobre protección de animales, para establecer un sistema de turno en los establecimientos autorizados para vender productos farmacéuticos de uso veterinario",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10385-12
6992,10383-24,2015-10-11,Establece el día nacional del manipulador y manipuladora de alimentos en establecimientos educacionales,aprobado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10383-24
6993,10387-15,2015-10-11,"Modifica la Ley General de Urbanismo y Construcciones para prohibir la instalación de torres soporte de antenas y sistemas radiantes de transmisión de telecomunicaciones que indica en las cercanías de colegios, jardines infantiles, hospitales y otras áreas sensibles",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10387-15
6994,10384-14,2015-10-11,"Modifica el decreto ley N° 2695, que fija normas para regularizar la posesión de la pequeña propiedad raíz y para la constitución del dominio sobre ella, para restringir su ámbito de aplicación a los poseedores materiales de bienes raíces que no se encuentren inscritos",rechazado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10384-14
6995,10439-29,2015-10-12,Sanciona delitos cometidos con ocasión del desarrollo de espectáculos de fútbol profesional,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10439-29
6996,10441-08,2015-10-12,Modifica el Código de Minería respecto de los terrenos en que se requiere permiso del propietario para catar y cavar,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10441-08
6997,10444-21,2015-10-12,Modifica la ley General de Pesca y Acuicultura en el sentido de tipificar el delito de pesca ilegal,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10444-21
6998,10340-04,2015-10-13,Exige la certificación otorgada por un prevencionista de riesgos para el funcionamiento de establecimientos educacionales,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10340-04
6999,10339-11,2015-10-13,"Modifica la ley N° 20.606, sobre composición nutricional de los alimentos y su publicidad, para regular el acceso a alimentación saludable en lugares de acceso público, en favor de pacientes que sufren patologías derivadas del consumo de alimentos",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10339-11
7000,10342-15,2015-10-13,"Modifica la Ley General de Telecomunicaciones con el fin de reservar para el Estado una porción del espectro radioeléctrico, para que sea utilizado por organismos de seguridad pública y de emergencias",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10342-15
7001,10338-21,2015-10-13,Establece normas permanentes para enfrentar las consecuencias de catástrofes naturales en el sector pesquero.,aprobado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10338-21
7002,10341-11,2015-10-14,"Concede un bono especial, por única vez, a los funcionarios de los servicios de salud y de los establecimientos de salud de carácter experimental que indica",aprobado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10341-11
7003,10343-18,2015-10-15,"Modifica la ley N°19.620, que dicta normas sobre adopción de menores, para ordenar se entregue a los adoptantes los antecedentes escolares y médicos del adoptado",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10343-18
7004,10344-06,2015-10-19,Regula el ejercicio del derecho a voto de los chilenos en el extranjero,aprobado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10344-06
